customer_id,full_name,email,phone_number,city,signup_date,discard_reason
530489.0,Alia Deo,kartikgoswami@sule-divan.info,9838248510.0,Delhi,14-03-2024,Missing mandatory fields
382139.0,Khushi Anne,rajagopaleva@gmail.com,9773380239.0,Chennai,18-06-2023,Missing mandatory fields
493386.0,Nitya Bawa,,9119264476.0,Hyderabad,08-04-2025,Missing mandatory fields
863233.0,Indrans Gade,,8881824103.0,Pune,11-03-2024,Missing mandatory fields
318287.0,Jiya Mann,,9012500763.0,Delhi,22-03-2025,Missing mandatory fields
463727.0,Zain Rattan,arnavgara@som-chaudhry.com,7669027887.0,Pune,30-03-2024,Missing mandatory fields
240679.0,Ahana  Kumar,chirag63@sabharwal.com,8580016724.0,Mumbai,18-03-2025,Missing mandatory fields
238575.0,Damini Bhavsar,samarth69@jaggi-sekhon.com,7376102852.0,Pune,22-11-2024,Missing mandatory fields
215656.0,Mamooty Yadav,contractorkeya@hotmail.com,9322906821.0,Hyderabad,18-08-2024,Missing mandatory fields
742912.0,Jivin Walla,advikwason@ramakrishnan.com,9279939004.0,Ahmedabad,13-06-2023,Missing mandatory fields
474303.0,Akarsh Doctor,samashaan@lalla.com,7336225326.0,Ahmedabad,01-01-2025,Missing mandatory fields
273809.0,Inaaya  Mahal,aarush69@srinivasan.org,8801066317.0,Kolkata,10-09-2023,Missing mandatory fields
132742.0,Siya Shankar,omaharaj@grover.com,8027015672.0,Mumbai,04-02-2024,Missing mandatory fields
551493.0,Samarth Singhal,,7658759903.0,Ahmedabad,23-03-2025,Missing mandatory fields
704709.0,Advika Chauhan,yuvraj-singh@doctor-sachdev.com,8195964394.0,Hyderabad,28-05-2024,Missing mandatory fields
517749.0,Devansh Sen,,7980568991.0,Chennai,02-10-2023,Missing mandatory fields
586035.0,Baiju Dhaliwal,somkimaya@virk-rajan.com,7664797324.0,Kolkata,08-11-2024,Missing mandatory fields
179868.0,Yuvaan Dutt,raunak32@dixit.com,7271864211.0,Ahmedabad,29-09-2024,Missing mandatory fields
773075.0,Navya Dada,esuresh@dada.com,7104332746.0,Delhi,28-07-2023,Missing mandatory fields
845296.0,Aarna Devan,uthkarsh19@gmail.com,7608772410.0,Mumbai,19-03-2025,Missing mandatory fields
841380.0,Rati Devi,bchar@sama.com,8064637125.0,Mumbai,25-11-2023,Missing mandatory fields
813895.0,Devansh Sethi,,8650542480.0,Delhi,04-05-2023,Missing mandatory fields
181605.0,Rati Balay,,9646460159.0,Hyderabad,16-12-2023,Missing mandatory fields
915577.0,Aradhya Upadhyay,mahikadin@yahoo.com,8454899242.0,Mumbai,17-03-2025,Missing mandatory fields
546093.0,Neelofar Dewan,xchanda@yahoo.com,7094288686.0,Chennai,26-07-2024,Missing mandatory fields
671382.0,Zoya Subramaniam,,7426587693.0,Pune,18-08-2023,Missing mandatory fields
861486.0,Heer Shah,frandhawa@hotmail.com,8080284453.0,Delhi,28-06-2024,Missing mandatory fields
680823.0,Nakul Ravi,asaini@atwal.com,9084229175.0,Mumbai,15-06-2024,Missing mandatory fields
245018.0,Kabir Vaidya,nhanda@bal.org,8491731479.0,Delhi,11-05-2023,Missing mandatory fields
277453.0,Azad Kalita,chargatik@karnik.info,7761029653.0,Hyderabad,02-11-2024,Missing mandatory fields
260398.0,Rasha Seshadri,tejasbhandari@yahoo.com,8496435124.0,Bangalore,22-03-2025,Missing mandatory fields
317541.0,Mamooty Raja,,9350539051.0,Hyderabad,29-03-2025,Missing mandatory fields
272460.0,Shayak Das,,7551750221.0,Chennai,01-07-2023,Missing mandatory fields
339336.0,Samiha Swaminathan,vidurchatterjee@sood.com,7357693465.0,Kolkata,28-01-2025,Missing mandatory fields
131166.0,Samiha Batra,,7150792111.0,Delhi,24-12-2023,Missing mandatory fields
650820.0,Dhanuk Rana,,7492455756.0,Bangalore,26-04-2023,Missing mandatory fields
242140.0,Reyansh Mall,miraandhar@barman.info,9202074837.0,Kolkata,06-02-2024,Missing mandatory fields
958765.0,Urvi Kata,singhalkiaan@chopra-singh.com,8780770255.0,Pune,04-04-2025,Missing mandatory fields
616992.0,Chirag Tandon,adiravenkataraman@mangat.com,8392130357.0,Bangalore,21-03-2025,Missing mandatory fields
474314.0,Kimaya Trivedi,dharmajanbawa@yahoo.com,9893224092.0,Chennai,16-03-2025,Missing mandatory fields
753630.0,Rati Bumb,oborra@bhalla.com,9742050442.0,Chennai,11-04-2025,Missing mandatory fields
871624.0,Lakshay Goda,,8361179423.0,Chennai,26-03-2025,Missing mandatory fields
402031.0,Urvi Tiwari,kabirhegde@yahoo.com,9973478222.0,Bangalore,03-04-2025,Missing mandatory fields
851249.0,Manjari Batta,navyadhingra@kant.com,8669084740.0,Pune,14-04-2025,Missing mandatory fields
931756.0,Nitara Singh,ljain@babu-badal.info,8088636575.0,Kolkata,10-10-2024,Missing mandatory fields
451453.0,Aarush Uppal,vritikabhargava@gmail.com,8927631712.0,Delhi,19-05-2024,Missing mandatory fields
817427.0,Gokul Dixit,urvi68@mangat-ramesh.org,9236479926.0,Mumbai,26-03-2025,Missing mandatory fields
224232.0,Divyansh Tripathi,jyohannan@datta.com,8647981998.0,Mumbai,22-03-2025,Missing mandatory fields
941546.0,Nehmat Goswami,,7422716988.0,Bangalore,11-02-2024,Missing mandatory fields
996124.0,Pranay Mani,rheakashyap@garg.com,7065258075.0,Kolkata,17-03-2024,Missing mandatory fields
978802.0,Shaan Sule,deysahil@walia.com,9264889041.0,Hyderabad,10-09-2024,Missing mandatory fields
528729.0,Vaibhav Bhagat,,8736097463.0,Pune,11-05-2023,Missing mandatory fields
910990.0,Kiara Karan,hanshbhardwaj@hotmail.com,7705372224.0,Kolkata,18-03-2025,Missing mandatory fields
374484.0,Sahil Ram,shankergokul@swaminathan-batta.com,7950512724.0,Chennai,25-04-2023,Missing mandatory fields
266010.0,Divij Karnik,dattatejas@gmail.com,9369438905.0,Chennai,01-07-2024,Missing mandatory fields
459109.0,Lavanya Balay,bhaminisidhu@gmail.com,7999152987.0,Pune,03-02-2025,Missing mandatory fields
758480.0,Damini Toor,divitdada@dave-bahl.net,8045173090.0,Bangalore,05-06-2023,Missing mandatory fields
625925.0,Samaira Barad,fkamdar@gmail.com,8064951089.0,Chennai,31-12-2024,Missing mandatory fields
447906.0,Ishita Dalal,anikathaker@gmail.com,8979456272.0,Hyderabad,01-04-2025,Missing mandatory fields
659028.0,Vanya Dutta,varugheseishaan@yahoo.com,8636452195.0,Pune,07-04-2025,Missing mandatory fields
828925.0,Nehmat Bhatnagar,kumerraunak@hotmail.com,7442535693.0,Bangalore,30-06-2024,Missing mandatory fields
251603.0,Jiya Sem,ojassampath@seth.info,7351077821.0,Mumbai,14-05-2023,Missing mandatory fields
494410.0,Vaibhav Sawhney,rtailor@zachariah.com,8700236945.0,Ahmedabad,04-01-2025,Missing mandatory fields
875735.0,Parinaaz Mann,purabbora@borde.com,8483023288.0,Pune,17-03-2025,Missing mandatory fields
879908.0,Nayantara Ram,sara46@vohra.com,7677380881.0,Hyderabad,03-08-2023,Missing mandatory fields
682461.0,Reyansh Shan,lakshitsavant@halder.com,7230468901.0,Delhi,14-10-2024,Missing mandatory fields
420069.0,Tushar Johal,rsha@hotmail.com,8935358592.0,Bangalore,27-02-2024,Missing mandatory fields
345929.0,Lakshay Kari,,7057946723.0,Bangalore,25-01-2025,Missing mandatory fields
496955.0,Navya Dhawan,,8576363819.0,Chennai,14-08-2024,Missing mandatory fields
463359.0,Miraya Manne,,7573883407.0,Mumbai,03-05-2024,Missing mandatory fields
509222.0,Nitara Hegde,rajbiju@hotmail.com,9613764733.0,Pune,29-03-2024,Missing mandatory fields
594165.0,Piya Ramachandran,,8891385025.0,Bangalore,29-09-2023,Missing mandatory fields
636395.0,Yashvi Hora,,8425403383.0,Kolkata,15-09-2024,Missing mandatory fields
421030.0,Kimaya Bansal,ganeshtejas@hotmail.com,8700213645.0,Pune,03-03-2024,Missing mandatory fields
530022.0,Neysa Vaidya,,9897307932.0,Hyderabad,09-04-2025,Missing mandatory fields
526034.0,Kartik Bandi,sampathaayush@hotmail.com,8138841902.0,Bangalore,30-09-2023,Missing mandatory fields
952431.0,Kimaya Chakraborty,trisha25@dua-dar.com,8467655445.0,Chennai,28-03-2024,Missing mandatory fields
202459.0,Sana Taneja,baradriya@sunder.org,9794013443.0,Mumbai,29-09-2023,Missing mandatory fields
816635.0,Nishith Mahal,kimaya69@yahoo.com,8103771637.0,Ahmedabad,31-01-2025,Missing mandatory fields
261495.0,Pihu Tailor,farhan12@chandra.com,7864389575.0,Delhi,01-10-2023,Missing mandatory fields
254818.0,Kartik Sane,dhanushdalal@kaur.net,7930216039.0,Bangalore,01-09-2023,Missing mandatory fields
105156.0,Bhavin Kara,,9617343581.0,Chennai,04-04-2025,Missing mandatory fields
711835.0,Aniruddh Dewan,samihasandhu@dani.biz,7088695254.0,Bangalore,02-05-2024,Missing mandatory fields
724396.0,Sana Korpal,,8014201066.0,Pune,26-10-2024,Missing mandatory fields
764851.0,Damini Chana,,8523502527.0,Delhi,19-09-2023,Missing mandatory fields
838679.0,Riaan Anne,reyanshgaba@hotmail.com,7106230885.0,Bangalore,29-03-2025,Missing mandatory fields
642239.0,Armaan Anne,,8515215512.0,Hyderabad,08-01-2025,Missing mandatory fields
212002.0,Neelofar Vala,kanavhayre@gmail.com,7845284136.0,Kolkata,16-03-2025,Missing mandatory fields
830696.0,Dishani Bala,pranaywable@sinha-kumar.com,9131620554.0,Bangalore,22-05-2024,Missing mandatory fields
917136.0,Aaryahi Reddy,vanyabhatt@hotmail.com,9520294343.0,Hyderabad,29-10-2024,Missing mandatory fields
778801.0,Shanaya Borde,azad59@srinivas-kakar.com,8873182736.0,Mumbai,02-09-2023,Missing mandatory fields
831980.0,Yashvi Acharya,chiragchawla@yahoo.com,9158063990.0,Delhi,15-03-2024,Missing mandatory fields
314874.0,Drishya Rana,,9718451672.0,Hyderabad,12-10-2023,Missing mandatory fields
724726.0,Urvi Kala,,7593456097.0,Kolkata,12-10-2023,Missing mandatory fields
775597.0,Nitya Das,,9087553761.0,Ahmedabad,30-12-2024,Missing mandatory fields
732429.0,Divyansh Bhardwaj,,8157814264.0,Delhi,10-11-2023,Missing mandatory fields
638393.0,Armaan Barad,aurorashanaya@yahoo.com,7462458221.0,Chennai,02-07-2024,Missing mandatory fields
216585.0,Divyansh Kashyap,agrawalmanikya@rau-trivedi.com,9611375768.0,Ahmedabad,28-04-2023,Missing mandatory fields
379633.0,Faiyaz Sani,qmann@hotmail.com,9609095735.0,Pune,27-07-2024,Missing mandatory fields
821989.0,Kavya Dhaliwal,aliajayaraman@yahoo.com,9510520062.0,Delhi,28-09-2024,Missing mandatory fields
867473.0,Jivin Sibal,pbuch@dar.org,8263607515.0,Delhi,17-02-2024,Missing mandatory fields
744145.0,Prisha Jani,duttyuvaan@hotmail.com,8126259700.0,Chennai,05-07-2023,Missing mandatory fields
276828.0,Myra Sarna,,9186475299.0,Delhi,09-04-2025,Missing mandatory fields
494112.0,Krish Batta,aarav76@samra-hayre.net,7594832861.0,Delhi,08-11-2024,Missing mandatory fields
189524.0,Neysa Sodhi,faiyazbanerjee@gera-kaur.com,7116169424.0,Kolkata,14-05-2024,Missing mandatory fields
931885.0,Advika Mangat,chandermanikya@yahoo.com,7365406240.0,Pune,26-02-2024,Missing mandatory fields
137770.0,Jayesh Bhandari,ritvikloyal@yahoo.com,7209194799.0,Hyderabad,12-05-2023,Missing mandatory fields
110995.0,Mehul Balan,rajagopalankiara@hotmail.com,7202585038.0,Pune,27-03-2025,Missing mandatory fields
221004.0,Chirag Singh,,8746743518.0,Pune,08-12-2024,Missing mandatory fields
479759.0,Badal Anand,hchakrabarti@dar.biz,8914214969.0,Bangalore,28-09-2023,Missing mandatory fields
957068.0,Keya Devan,ladkavya@shere-sarma.com,9766995835.0,Hyderabad,21-12-2024,Missing mandatory fields
857557.0,Zeeshan Wable,gbobal@gmail.com,7383465188.0,Ahmedabad,26-03-2025,Missing mandatory fields
604055.0,Umang Arora,,7908961088.0,Pune,14-07-2023,Missing mandatory fields
433818.0,Yasmin Dora,aborra@dhawan.com,9248283582.0,Delhi,30-12-2023,Missing mandatory fields
213392.0,Raunak Kara,,7663598326.0,Bangalore,01-01-2024,Missing mandatory fields
808810.0,Alia Kapadia,qlall@yahoo.com,7491846863.0,Kolkata,16-03-2025,Missing mandatory fields
574615.0,Sahil Thaman,,7624319656.0,Kolkata,26-01-2024,Missing mandatory fields
487023.0,Zeeshan Arora,madhav88@bhatti.com,7369953694.0,Kolkata,29-03-2025,Missing mandatory fields
712633.0,Yuvraj  Rout,cheriangokul@iyer.com,8425123235.0,Ahmedabad,08-08-2024,Missing mandatory fields
830522.0,Yuvraj  Sinha,jayankhare@bobal.com,7347337316.0,Kolkata,24-05-2024,Missing mandatory fields
366216.0,Miraan Handa,dkapadia@yahoo.com,9328770515.0,Ahmedabad,27-09-2023,Missing mandatory fields
798920.0,Aaina Sengupta,ichoudhary@vyas.com,7941991905.0,Bangalore,18-10-2024,Missing mandatory fields
610165.0,Ojas Sodhi,,7636470185.0,Delhi,02-04-2025,Missing mandatory fields
951535.0,Trisha Bedi,dassjivin@mangat.com,8649469945.0,Delhi,05-05-2023,Missing mandatory fields
913410.0,Nirvi Chada,,9427904916.0,Chennai,19-01-2024,Missing mandatory fields
339825.0,Tara Ravi,renee43@manne-shan.com,8727115424.0,Kolkata,20-11-2023,Missing mandatory fields
266772.0,Devansh Hayer,sommohanlal@cheema.com,9200788592.0,Kolkata,27-03-2025,Missing mandatory fields
688927.0,Shayak Gandhi,suhanarajagopal@ramaswamy.com,8648736073.0,Kolkata,22-08-2024,Missing mandatory fields
678426.0,Nakul Dalal,rheabhargava@hotmail.com,8072751993.0,Delhi,20-05-2023,Missing mandatory fields
967425.0,Prerak Swamy,,8869213033.0,Hyderabad,21-08-2023,Missing mandatory fields
181718.0,Saksham Din,trisha93@gmail.com,7172912311.0,Kolkata,28-03-2025,Missing mandatory fields
918434.0,Lavanya Bhatnagar,,7772310524.0,Kolkata,29-03-2025,Missing mandatory fields
997966.0,Inaaya  Chaudhuri,fthakkar@yahoo.com,8799973435.0,Mumbai,28-05-2024,Missing mandatory fields
632668.0,Zoya Hayre,aseshadri@hotmail.com,9810415159.0,Ahmedabad,31-07-2024,Missing mandatory fields
276162.0,Jivika Keer,,9935255719.0,Bangalore,01-07-2023,Missing mandatory fields
127033.0,Myra Keer,jayaramanamani@gmail.com,9258804475.0,Bangalore,01-08-2023,Missing mandatory fields
967683.0,Kabir Lata,,9941838209.0,Ahmedabad,28-03-2025,Missing mandatory fields
774456.0,Nehmat Suri,siyabehl@hotmail.com,8950939032.0,Bangalore,15-07-2024,Missing mandatory fields
990834.0,Mohanlal Bora,,9484171322.0,Kolkata,12-12-2023,Missing mandatory fields
274918.0,Jivika Wadhwa,csagar@maharaj-saini.info,9200745639.0,Pune,05-09-2023,Missing mandatory fields
642260.0,Lagan Karpe,,8636306592.0,Chennai,02-04-2025,Missing mandatory fields
528764.0,Elakshi Hari,,8038513406.0,Kolkata,25-06-2024,Missing mandatory fields
737800.0,Rhea Krishna,kanne@yahoo.com,9574083650.0,Kolkata,14-02-2024,Missing mandatory fields
792740.0,Rhea Deol,dhanush88@gmail.com,8383211590.0,Hyderabad,17-03-2025,Missing mandatory fields
318191.0,Mehul Golla,,9363915228.0,Bangalore,19-02-2024,Missing mandatory fields
559470.0,Divit Chawla,sethalisha@sundaram.com,8919386647.0,Ahmedabad,18-03-2025,Missing mandatory fields
842529.0,Gatik Kapur,divitjayaraman@yahoo.com,9578373086.0,Kolkata,17-10-2023,Missing mandatory fields
816878.0,Anay Mani,mram@yahoo.com,9322796202.0,Ahmedabad,07-03-2025,Missing mandatory fields
524691.0,Keya Singh,,8673679421.0,Chennai,31-12-2024,Missing mandatory fields
376957.0,Aarna Chacko,,8746818648.0,Kolkata,02-06-2023,Missing mandatory fields
122197.0,Yuvraj  Srinivas,tarini75@hotmail.com,7825021492.0,Hyderabad,07-01-2024,Missing mandatory fields
715973.0,Rasha Sastry,avirk@hotmail.com,9393236358.0,Ahmedabad,12-04-2025,Missing mandatory fields
240789.0,Tara Bhakta,,9957649440.0,Ahmedabad,14-05-2023,Missing mandatory fields
507076.0,Saanvi Bahri,,9893580057.0,Pune,02-04-2025,Missing mandatory fields
279657.0,Dishani Rout,glala@hotmail.com,7252203054.0,Kolkata,12-07-2023,Missing mandatory fields
562382.0,Amani Dhingra,,9641355189.0,Ahmedabad,23-04-2023,Missing mandatory fields
692384.0,Alisha Subramaniam,tanyakulkarni@majumdar.com,9068950182.0,Kolkata,26-03-2025,Missing mandatory fields
156259.0,Hrishita Gopal,divijdora@hotmail.com,7344359134.0,Delhi,28-08-2024,Missing mandatory fields
493266.0,Manjari De,azad48@taneja.com,9835149328.0,Kolkata,27-04-2024,Missing mandatory fields
941318.0,Reyansh Som,rajuranbir@sawhney-lata.com,9420268308.0,Hyderabad,26-03-2025,Missing mandatory fields
191011.0,Samarth Subramanian,jivin90@gmail.com,8340412987.0,Delhi,10-09-2023,Missing mandatory fields
775342.0,Hiran Seshadri,xdugar@hotmail.com,7551443940.0,Hyderabad,08-04-2025,Missing mandatory fields
716788.0,Ira Bera,bajwakaira@bali.info,7789001494.0,Hyderabad,31-03-2025,Missing mandatory fields
524870.0,Zeeshan Hora,kanav75@yahoo.com,8107582860.0,Ahmedabad,01-07-2023,Missing mandatory fields
450778.0,Anaya Balay,kavyadatta@gmail.com,9646604095.0,Chennai,16-03-2025,Missing mandatory fields
344418.0,Pranay Iyengar,settysara@srivastava-handa.info,9851168124.0,Pune,26-04-2023,Missing mandatory fields
631413.0,Shayak Cheema,badalkari@yahoo.com,7854161249.0,Mumbai,13-01-2025,Missing mandatory fields
577652.0,Rhea Master,fdeshpande@gmail.com,9912430600.0,Bangalore,01-09-2023,Missing mandatory fields
141005.0,Neelofar Gandhi,,7350311370.0,Chennai,02-05-2023,Missing mandatory fields
603256.0,Indranil Dass,mamootychaudhari@ray.net,7017482744.0,Bangalore,24-08-2024,Missing mandatory fields
750120.0,Riya Ratta,indranilranganathan@gmail.com,8796144385.0,Bangalore,08-04-2025,Missing mandatory fields
206751.0,Nirvi Kulkarni,kotharieshani@yahoo.com,9161746510.0,Kolkata,05-02-2025,Missing mandatory fields
381743.0,Mishti Apte,dsant@tella-singhal.com,8961192552.0,Kolkata,09-03-2025,Missing mandatory fields
973631.0,Miraya Gade,kdhingra@yahoo.com,7994038627.0,Chennai,05-07-2023,Missing mandatory fields
632152.0,Mishti Basu,gadefateh@gmail.com,7431142293.0,Kolkata,24-12-2023,Missing mandatory fields
614095.0,Arhaan Dasgupta,,9313468383.0,Chennai,11-04-2025,Missing mandatory fields
677547.0,Nakul Ganesh,shaanbatra@sule-luthra.com,7281220029.0,Bangalore,26-04-2023,Missing mandatory fields
776318.0,Dhanuk Sur,navya80@sastry-madan.net,9220102817.0,Bangalore,05-08-2023,Missing mandatory fields
513234.0,Armaan Kapur,chadumang@yahoo.com,7619250454.0,Pune,21-03-2025,Missing mandatory fields
378194.0,Kavya Kadakia,golanayantara@gmail.com,7762967030.0,Delhi,21-03-2025,Missing mandatory fields
289811.0,Ehsaan Sen,,8615627210.0,Mumbai,08-05-2023,Missing mandatory fields
340931.0,Hiran Venkataraman,manikyasabharwal@yahoo.com,8649082173.0,Bangalore,08-05-2023,Missing mandatory fields
667280.0,Ivan Sengupta,chadoorja@yahoo.com,9817770255.0,Mumbai,17-10-2024,Missing mandatory fields
482019.0,Seher Sem,batraumang@hotmail.com,9217268036.0,Pune,25-03-2025,Missing mandatory fields
267289.0,Umang Kaur,hdara@gmail.com,8681162759.0,Delhi,27-03-2025,Missing mandatory fields
417145.0,Oorja Gopal,hchadha@gmail.com,7522286197.0,Ahmedabad,10-11-2023,Missing mandatory fields
993574.0,Nirvaan Krishnan,sanahari@setty.com,7138648481.0,Hyderabad,03-04-2025,Missing mandatory fields
738434.0,Stuvan Srinivas,cbrar@yahoo.com,9570581394.0,Pune,17-04-2024,Missing mandatory fields
972000.0,Manikya Dar,senishita@hotmail.com,9257590594.0,Hyderabad,01-04-2025,Missing mandatory fields
250616.0,Nishith Ramachandran,gbarman@chacko.net,7822335748.0,Delhi,13-06-2024,Missing mandatory fields
579116.0,Lavanya Ram,isood@hotmail.com,9363249545.0,Pune,16-01-2025,Missing mandatory fields
172188.0,Yuvraj  Ratta,,9889030546.0,Ahmedabad,27-06-2023,Missing mandatory fields
171818.0,Tushar Date,chaudrybadal@yahoo.com,8506640857.0,Kolkata,04-08-2024,Missing mandatory fields
601336.0,Anahita Sane,somaarna@wali.com,9768081412.0,Mumbai,08-05-2024,Missing mandatory fields
512346.0,Dhruv Kar,onkar22@hotmail.com,7924459920.0,Hyderabad,11-07-2024,Missing mandatory fields
693620.0,Hunar Wable,badal51@ranganathan.com,8016194136.0,Ahmedabad,19-04-2023,Missing mandatory fields
529897.0,Nehmat Balasubramanian,,9787247421.0,Chennai,02-09-2023,Missing mandatory fields
683155.0,Alia Sharaf,,9881302496.0,Delhi,29-12-2023,Missing mandatory fields
196722.0,Adah Yogi,psoman@yahoo.com,8591581358.0,Delhi,27-03-2025,Missing mandatory fields
378424.0,Riya Singh,hayreryan@hotmail.com,8758177950.0,Hyderabad,27-01-2024,Missing mandatory fields
605719.0,Adira Karan,mangalneelofar@hotmail.com,8215100118.0,Bangalore,25-02-2025,Missing mandatory fields
340804.0,Sana Madan,,9908406028.0,Bangalore,14-04-2025,Missing mandatory fields
954035.0,Jayesh Sabharwal,,8375223364.0,Delhi,17-10-2024,Missing mandatory fields
216258.0,Jivin Kothari,jhanvi37@cheema.com,7859978592.0,Chennai,28-11-2024,Missing mandatory fields
411105.0,Sumer Suresh,mchada@yahoo.com,9796133035.0,Pune,11-05-2023,Missing mandatory fields
247923.0,Rania Bhattacharyya,devansh39@hotmail.com,8893549828.0,Delhi,04-04-2025,Missing mandatory fields
476924.0,Yuvraj  Karnik,advikgola@majumdar-borra.com,9262221860.0,Hyderabad,17-10-2024,Missing mandatory fields
951300.0,Fateh Balan,nirvidhar@gmail.com,8502908518.0,Bangalore,28-01-2024,Missing mandatory fields
