customer_id,full_name,email,phone_number,city,signup_date
724726.0,Urvi Kala,,7593456097.0,Kolkata,2023-10-12
775597.0,Nitya Das,,9087553761.0,Ahmedabad,2024-12-30
732429.0,Divyansh Bhardwaj,,8157814264.0,Delhi,2023-11-10
276828.0,Myra Sarna,,9186475299.0,Delhi,2025-04-09
221004.0,Chirag Singh,,8746743518.0,Pune,2024-12-08
604055.0,Umang Arora,,7908961088.0,Pune,2023-07-14
213392.0,Raunak Kara,,7663598326.0,Bangalore,2024-01-01
574615.0,Sahil Thaman,,7624319656.0,Kolkata,2024-01-26
610165.0,Ojas Sodhi,,7636470185.0,Delhi,2025-04-02
913410.0,Nirvi Chada,,9427904916.0,Chennai,2024-01-19
967425.0,Prerak Swamy,,8869213033.0,Hyderabad,2023-08-21
918434.0,Lavanya Bhatnagar,,7772310524.0,Kolkata,2025-03-29
276162.0,Jivika Keer,,9935255719.0,Bangalore,2023-07-01
967683.0,Kabir Lata,,9941838209.0,Ahmedabad,2025-03-28
990834.0,Mohanlal Bora,,9484171322.0,Kolkata,2023-12-12
642260.0,Lagan Karpe,,8636306592.0,Chennai,2025-04-02
528764.0,Elakshi Hari,,8038513406.0,Kolkata,2024-06-25
318191.0,Mehul Golla,,9363915228.0,Bangalore,2024-02-19
524691.0,Keya Singh,,8673679421.0,Chennai,2024-12-31
376957.0,Aarna Chacko,,8746818648.0,Kolkata,2023-06-02
240789.0,Tara Bhakta,,9957649440.0,Ahmedabad,2023-05-14
507076.0,Saanvi Bahri,,9893580057.0,Pune,2025-04-02
562382.0,Amani Dhingra,,9641355189.0,Ahmedabad,2023-04-23
141005.0,Neelofar Gandhi,,7350311370.0,Chennai,2023-05-02
614095.0,Arhaan Dasgupta,,9313468383.0,Chennai,2025-04-11
289811.0,Ehsaan Sen,,8615627210.0,Mumbai,2023-05-08
172188.0,Yuvraj Ratta,,9889030546.0,Ahmedabad,2023-06-27
529897.0,Nehmat Balasubramanian,,9787247421.0,Chennai,2023-09-02
683155.0,Alia Sharaf,,9881302496.0,Delhi,2023-12-29
340804.0,Sana Madan,,9908406028.0,Bangalore,2025-04-14
954035.0,Jayesh Sabharwal,,8375223364.0,Delhi,2024-10-17
243454.0,Vidur Chad,,9516178818.0,Chennai,2024-07-09
134669.0,Vedika Dube,,7409997269.0,Chennai,2024-01-18
523995.0,Pihu Bhatnagar,,9483856164.0,Pune,2023-09-20
833780.0,Taran Bora,,8090659252.0,Pune,2023-10-28
212244.0,Farhan Dasgupta,,7407749912.0,Ahmedabad,2024-01-13
595936.0,Myra Wason,,8017479522.0,Chennai,2024-01-13
686726.0,Ishita Ramachandran,,7363718556.0,Kolkata,2025-03-18
917914.0,Eva Singhal,,9192118327.0,Pune,2023-04-29
621919.0,Vardaniya Joshi,,9671617710.0,Hyderabad,2025-03-12
387788.0,Tiya Suri,,8836904357.0,Pune,2023-12-17
472103.0,Armaan Bhasin,,9580339257.0,Bangalore,2025-02-06
